iso3,country,year,season
GBR,United Kingdom,2016,Summer
GHA,Ghana,2016,Summer
GIN,Guinea,2016,Summer
GMB,Gambia,2016,Summer
GNB,Guinea-Bissau,2016,Summer
GNQ,Equatorial Guinea,2016,Summer
GRC,Greece,2016,Summer
GRD,Grenada,2016,Summer
GTM,Guatemala,2016,Summer
GUM,Guam,2016,Summer
GUY,Guyana,2016,Summer
HKG,Hong Kong,2016,Summer
HND,Honduras,2016,Summer
HTI,Haiti,2016,Summer
HUN,Hungary,2016,Summer
IDN,Indonesia,2016,Summer
IND,India,2016,Summer
IRL,Ireland,2016,Summer
IRN,Iran,2016,Summer
IRQ,Iraq,2016,Summer
ISL,Iceland,2016,Summer
ISR,Israel,2016,Summer
ITA,Italy,2016,Summer
JAM,Jamaica,2016,Summer
JOR,Jordan,2016,Summer
JPN,Japan,2016,Summer
KEN,Kenya,2016,Summer
KHM,Cambodia,2016,Summer
KIR,Kiribati,2016,Summer
KNA,Saint Kitts and Nevis,2016,Summer
KOR,South Korea,2016,Summer
LAO,Laos,2016,Summer
LBN,Lebanon,2016,Summer
LBR,Liberia,2016,Summer
LBY,Libya,2016,Summer
LCA,Saint Lucia,2016,Summer
LIE,Liechtenstein,2016,Summer
LKA,Sri Lanka,2016,Summer
LSO,Lesotho,2016,Summer
LUX,Luxembourg,2016,Summer
MAR,Morocco,2016,Summer
MCO,Monaco,2016,Summer
MDG,Madagascar,2016,Summer
MDV,Maldives,2016,Summer
MEX,Mexico,2016,Summer
MHL,Marshall Islands,2016,Summer
MLI,Mali,2016,Summer
MLT,Malta,2016,Summer
MMR,Myanmar,2016,Summer
MNG,Mongolia,2016,Summer
MOZ,Mozambique,2016,Summer
MRT,Mauritania,2016,Summer
MUS,Mauritius,2016,Summer
MWI,Malawi,2016,Summer
MYS,Malaysia,2016,Summer
NAM,Namibia,2016,Summer
NER,Niger,2016,Summer
NGA,Nigeria,2016,Summer
NIC,Nicaragua,2016,Summer
NLD,Netherlands,2016,Summer
NOR,Norway,2016,Summer
NPL,Nepal,2016,Summer
NRU,Nauru,2016,Summer
NZL,New Zealand,2016,Summer
OMN,Oman,2016,Summer
PAK,Pakistan,2016,Summer
PAN,Panama,2016,Summer
PER,Peru,2016,Summer
PHL,Philippines,2016,Summer
PLW,Palau,2016,Summer
PNG,Papua New Guinea,2016,Summer
POL,Poland,2016,Summer
PRI,Puerto Rico,2016,Summer
PRK,North Korea,2016,Summer
PRT,Portugal,2016,Summer
PRY,Paraguay,2016,Summer
PSE,Palestine,2016,Summer
QAT,Qatar,2016,Summer
ROU,Romania,2016,Summer
RWA,Rwanda,2016,Summer
SAU,Saudi Arabia,2016,Summer
SEN,Senegal,2016,Summer
SGP,Singapore,2016,Summer
SLB,Solomon Islands,2016,Summer
SLE,Sierra Leone,2016,Summer
SLV,El Salvador,2016,Summer
SMR,San Marino,2016,Summer
SOM,Somalia,2016,Summer
STP,Sao Tome and Principe,2016,Summer
SUR,Suriname,2016,Summer
SWE,Sweden,2016,Summer
SWZ,Eswatini,2016,Summer
SYC,Seychelles,2016,Summer
SYR,Syria,2016,Summer
TCD,Chad,2016,Summer
TGO,Togo,2016,Summer
THA,Thailand,2016,Summer
TLS,Timor-Leste,2016,Summer
TON,Tonga,2016,Summer
TTO,Trinidad and Tobago,2016,Summer
TUN,Tunisia,2016,Summer
TUR,Turkey,2016,Summer
TUV,Tuvalu,2016,Summer
TWN,Taiwan,2016,Summer
TZA,Tanzania,2016,Summer
UGA,Uganda,2016,Summer
URY,Uruguay,2016,Summer
USA,United States,2016,Summer
VCT,Saint Vincent and the Grenadines,2016,Summer
VEN,Venezuela,2016,Summer
VGB,British Virgin Islands,2016,Summer
VIR,US Virgin Islands,2016,Summer
VNM,Vietnam,2016,Summer
VUT,Vanuatu,2016,Summer
WSM,Samoa,2016,Summer
ZAF,South Africa,2016,Summer
ZMB,Zambia,2016,Summer
ZWE,Zimbabwe,2016,Summer
ARG,Argentina,2016,Winter
AUS,Australia,2016,Winter
AUT,Austria,2016,Winter
BEL,Belgium,2016,Winter
BGR,Bulgaria,2016,Winter
BRA,Brazil,2016,Winter
CAN,Canada,2016,Winter
CHE,Switzerland,2016,Winter
CHL,Chile,2016,Winter
CHN,China,2016,Winter
COL,Colombia,2016,Winter
FIN,Finland,2016,Winter
FRA,France,2016,Winter
HUN,Hungary,2016,Winter
ISR,Israel,2016,Winter
ITA,Italy,2016,Winter
JPN,Japan,2016,Winter
KEN,Kenya,2016,Winter
KOR,South Korea,2016,Winter
LUX,Luxembourg,2016,Winter
NOR,Norway,2016,Winter
NZL,New Zealand,2016,Winter
POL,Poland,2016,Winter
ROU,Romania,2016,Winter
SMR,San Marino,2016,Winter
SWE,Sweden,2016,Winter
USA,United States,2016,Winter
ATG,Antigua and Barbuda,2018,Summer
BRA,Brazil,2018,Summer
CAF,Central African Republic,2018,Summer
CHE,Switzerland,2018,Summer
CHN,China,2018,Summer
GHA,Ghana,2018,Summer
HKG,Hong Kong,2018,Summer
HUN,Hungary,2018,Summer
KOR,South Korea,2018,Summer
NLD,Netherlands,2018,Summer
PRI,Puerto Rico,2018,Summer
USA,United States,2018,Summer
VGB,British Virgin Islands,2018,Summer
ALB,Albania,2018,Winter
AND,Andorra,2018,Winter
ARG,Argentina,2018,Winter
AUS,Australia,2018,Winter
AUT,Austria,2018,Winter
BEL,Belgium,2018,Winter
BGR,Bulgaria,2018,Winter
BMU,Bermuda,2018,Winter
BOL,Bolivia,2018,Winter
BRA,Brazil,2018,Winter
CAN,Canada,2018,Winter
CHE,Switzerland,2018,Winter
CHL,Chile,2018,Winter
CHN,China,2018,Winter
COL,Colombia,2018,Winter
CYP,Cyprus,2018,Winter
DNK,Denmark,2018,Winter
ECU,Ecuador,2018,Winter
ESP,Spain,2018,Winter
FIN,Finland,2018,Winter
FRA,France,2018,Winter
GBR,United Kingdom,2018,Winter
GHA,Ghana,2018,Winter
GRC,Greece,2018,Winter
HKG,Hong Kong,2018,Winter
HUN,Hungary,2018,Winter
IND,India,2018,Winter
IRL,Ireland,2018,Winter
IRN,Iran,2018,Winter
ISL,Iceland,2018,Winter
ISR,Israel,2018,Winter
ITA,Italy,2018,Winter
JAM,Jamaica,2018,Winter
JPN,Japan,2018,Winter
KEN,Kenya,2018,Winter
KOR,South Korea,2018,Winter
KOR,Korea (Unified),2018,Winter
LBN,Lebanon,2018,Winter
LIE,Liechtenstein,2018,Winter
LUX,Luxembourg,2018,Winter
MAR,Morocco,2018,Winter
MCO,Monaco,2018,Winter
MDG,Madagascar,2018,Winter
MEX,Mexico,2018,Winter
MLT,Malta,2018,Winter
MNG,Mongolia,2018,Winter
MYS,Malaysia,2018,Winter
NGA,Nigeria,2018,Winter
NLD,Netherlands,2018,Winter
NOR,Norway,2018,Winter
NZL,New Zealand,2018,Winter
PAK,Pakistan,2018,Winter
PHL,Philippines,2018,Winter
POL,Poland,2018,Winter
PRI,Puerto Rico,2018,Winter
PRK,North Korea,2018,Winter
PRT,Portugal,2018,Winter
ROU,Romania,2018,Winter
SGP,Singapore,2018,Winter
SMR,San Marino,2018,Winter
SWE,Sweden,2018,Winter
TGO,Togo,2018,Winter
THA,Thailand,2018,Winter
TLS,Timor-Leste,2018,Winter
TON,Tonga,2018,Winter
TUR,Turkey,2018,Winter
TWN,Taiwan,2018,Winter
USA,United States,2018,Winter
ZAF,South Africa,2018,Winter
ABW,Aruba,2020,Summer
AFG,Afghanistan,2020,Summer
AGO,Angola,2020,Summer
ALB,Albania,2020,Summer
AND,Andorra,2020,Summer
ARE,United Arab Emirates,2020,Summer
ARG,Argentina,2020,Summer
ASM,American Samoa,2020,Summer
ATG,Antigua and Barbuda,2020,Summer
AUS,Australia,2020,Summer
AUT,Austria,2020,Summer
BDI,Burundi,2020,Summer
BEL,Belgium,2020,Summer
BEN,Benin,2020,Summer
BFA,Burkina Faso,2020,Summer
BGD,Bangladesh,2020,Summer
BGR,Bulgaria,2020,Summer
BHR,Bahrain,2020,Summer
BHS,Bahamas,2020,Summer
BLZ,Belize,2020,Summer
BMU,Bermuda,2020,Summer
BOL,Bolivia,2020,Summer
BRA,Brazil,2020,Summer
BRB,Barbados,2020,Summer
BRN,Brunei,2020,Summer
BTN,Bhutan,2020,Summer
BWA,Botswana,2020,Summer
CAF,Central African Republic,2020,Summer
CAN,Canada,2020,Summer
CHE,Switzerland,2020,Summer
CHL,Chile,2020,Summer
CHN,China,2020,Summer
CIV,Ivory Coast,2020,Summer
CMR,Cameroon,2020,Summer
COD,DR Congo,2020,Summer
COG,Congo,2020,Summer
COK,Cook Islands,2020,Summer
COL,Colombia,2020,Summer
COM,Comoros,2020,Summer
CPV,Cape Verde,2020,Summer
CRI,Costa Rica,2020,Summer
CUB,Cuba,2020,Summer
CYM,Cayman Islands,2020,Summer
CYP,Cyprus,2020,Summer
DJI,Djibouti,2020,Summer
DMA,Dominica,2020,Summer
DNK,Denmark,2020,Summer
DOM,Dominican Republic,2020,Summer
DZA,Algeria,2020,Summer
ECU,Ecuador,2020,Summer
EGY,Egypt,2020,Summer
ESP,Spain,2020,Summer
FIN,Finland,2020,Summer
FJI,Fiji,2020,Summer
FRA,France,2020,Summer
FSM,Micronesia,2020,Summer
GAB,Gabon,2020,Summer
GBR,United Kingdom,2020,Summer
GHA,Ghana,2020,Summer
GIN,Guinea,2020,Summer
GMB,Gambia,2020,Summer
GNB,Guinea-Bissau,2020,Summer
GNQ,Equatorial Guinea,2020,Summer
GRC,Greece,2020,Summer
GRD,Grenada,2020,Summer
GTM,Guatemala,2020,Summer
GUM,Guam,2020,Summer
GUY,Guyana,2020,Summer
HKG,Hong Kong,2020,Summer
HND,Honduras,2020,Summer
HTI,Haiti,2020,Summer
HUN,Hungary,2020,Summer
IDN,Indonesia,2020,Summer
IND,India,2020,Summer
IRL,Ireland,2020,Summer
IRN,Iran,2020,Summer
IRQ,Iraq,2020,Summer
ISL,Iceland,2020,Summer
ISR,Israel,2020,Summer
ITA,Italy,2020,Summer
JAM,Jamaica,2020,Summer
JOR,Jordan,2020,Summer
JPN,Japan,2020,Summer
KEN,Kenya,2020,Summer
KHM,Cambodia,2020,Summer
KIR,Kiribati,2020,Summer
KNA,Saint Kitts and Nevis,2020,Summer
KOR,South Korea,2020,Summer
KWT,Kuwait,2020,Summer
LAO,Laos,2020,Summer
LBN,Lebanon,2020,Summer
LBR,Liberia,2020,Summer
LBY,Libya,2020,Summer
LCA,Saint Lucia,2020,Summer
LIE,Liechtenstein,2020,Summer
LKA,Sri Lanka,2020,Summer
LSO,Lesotho,2020,Summer
LUX,Luxembourg,2020,Summer
MAR,Morocco,2020,Summer
MCO,Monaco,2020,Summer
MDG,Madagascar,2020,Summer
MDV,Maldives,2020,Summer
MEX,Mexico,2020,Summer
MHL,Marshall Islands,2020,Summer
MLI,Mali,2020,Summer
MLT,Malta,2020,Summer
MMR,Myanmar,2020,Summer
MNG,Mongolia,2020,Summer
MOZ,Mozambique,2020,Summer
MRT,Mauritania,2020,Summer
MUS,Mauritius,2020,Summer
MWI,Malawi,2020,Summer
MYS,Malaysia,2020,Summer
NAM,Namibia,2020,Summer
NER,Niger,2020,Summer
NGA,Nigeria,2020,Summer
NIC,Nicaragua,2020,Summer
NLD,Netherlands,2020,Summer
NOR,Norway,2020,Summer
NPL,Nepal,2020,Summer
NRU,Nauru,2020,Summer
NZL,New Zealand,2020,Summer
OMN,Oman,2020,Summer
PAK,Pakistan,2020,Summer
PAN,Panama,2020,Summer
PER,Peru,2020,Summer
PHL,Philippines,2020,Summer
PLW,Palau,2020,Summer
PNG,Papua New Guinea,2020,Summer
POL,Poland,2020,Summer
PRI,Puerto Rico,2020,Summer
PRT,Portugal,2020,Summer
PRY,Paraguay,2020,Summer
PSE,Palestine,2020,Summer
QAT,Qatar,2020,Summer
ROU,Romania,2020,Summer
RWA,Rwanda,2020,Summer
SAU,Saudi Arabia,2020,Summer
SEN,Senegal,2020,Summer
SGP,Singapore,2020,Summer
SLB,Solomon Islands,2020,Summer
SLE,Sierra Leone,2020,Summer
SLV,El Salvador,2020,Summer
SMR,San Marino,2020,Summer
SOM,Somalia,2020,Summer
STP,Sao Tome and Principe,2020,Summer
SUR,Suriname,2020,Summer
SWE,Sweden,2020,Summer
SWZ,Eswatini,2020,Summer
SYC,Seychelles,2020,Summer
SYR,Syria,2020,Summer
TCD,Chad,2020,Summer
TGO,Togo,2020,Summer
THA,Thailand,2020,Summer
TLS,Timor-Leste,2020,Summer
TON,Tonga,2020,Summer
TTO,Trinidad and Tobago,2020,Summer
TUN,Tunisia,2020,Summer
TUR,Turkey,2020,Summer
TUV,Tuvalu,2020,Summer
TWN,Taiwan,2020,Summer
TZA,Tanzania,2020,Summer
UGA,Uganda,2020,Summer
URY,Uruguay,2020,Summer
USA,United States,2020,Summer
VCT,Saint Vincent and the Grenadines,2020,Summer
VEN,Venezuela,2020,Summer
VGB,British Virgin Islands,2020,Summer
VIR,US Virgin Islands,2020,Summer
VNM,Vietnam,2020,Summer
VUT,Vanuatu,2020,Summer
WSM,Samoa,2020,Summer
ZAF,South Africa,2020,Summer
ZMB,Zambia,2020,Summer
ZWE,Zimbabwe,2020,Summer
ALB,Albania,2020,Winter
AND,Andorra,2020,Winter
ARG,Argentina,2020,Winter
AUS,Australia,2020,Winter
AUT,Austria,2020,Winter
BEL,Belgium,2020,Winter
BGR,Bulgaria,2020,Winter
BRA,Brazil,2020,Winter
CAN,Canada,2020,Winter
CHE,Switzerland,2020,Winter
CHL,Chile,2020,Winter
CHN,China,2020,Winter
COL,Colombia,2020,Winter
CYP,Cyprus,2020,Winter
DNK,Denmark,2020,Winter
ECU,Ecuador,2020,Winter
ESP,Spain,2020,Winter
FIN,Finland,2020,Winter
FRA,France,2020,Winter
GBR,United Kingdom,2020,Winter
GRC,Greece,2020,Winter
HKG,Hong Kong,2020,Winter
HTI,Haiti,2020,Winter
HUN,Hungary,2020,Winter
IRL,Ireland,2020,Winter
IRN,Iran,2020,Winter
ISL,Iceland,2020,Winter
ISR,Israel,2020,Winter
ITA,Italy,2020,Winter
JPN,Japan,2020,Winter
KOR,South Korea,2020,Winter
LBN,Lebanon,2020,Winter
LIE,Liechtenstein,2020,Winter
LUX,Luxembourg,2020,Winter
MEX,Mexico,2020,Winter
MNG,Mongolia,2020,Winter
MYS,Malaysia,2020,Winter
NLD,Netherlands,2020,Winter
NOR,Norway,2020,Winter
NZL,New Zealand,2020,Winter
PAK,Pakistan,2020,Winter
PHL,Philippines,2020,Winter
POL,Poland,2020,Winter
PRT,Portugal,2020,Winter
QAT,Qatar,2020,Winter
ROU,Romania,2020,Winter
SGP,Singapore,2020,Winter
SMR,San Marino,2020,Winter
SWE,Sweden,2020,Winter
THA,Thailand,2020,Winter
TTO,Trinidad and Tobago,2020,Winter
TUR,Turkey,2020,Winter
TWN,Taiwan,2020,Winter
USA,United States,2020,Winter
ZAF,South Africa,2020,Winter
ALB,Albania,2022,Winter
AND,Andorra,2022,Winter
ARG,Argentina,2022,Winter
ASM,American Samoa,2022,Winter
AUS,Australia,2022,Winter
AUT,Austria,2022,Winter
BEL,Belgium,2022,Winter
BGR,Bulgaria,2022,Winter
BOL,Bolivia,2022,Winter
BRA,Brazil,2022,Winter
CAN,Canada,2022,Winter
CHE,Switzerland,2022,Winter
CHL,Chile,2022,Winter
CHN,China,2022,Winter
COL,Colombia,2022,Winter
CYP,Cyprus,2022,Winter
DNK,Denmark,2022,Winter
ECU,Ecuador,2022,Winter
ESP,Spain,2022,Winter
FIN,Finland,2022,Winter
FRA,France,2022,Winter
GBR,United Kingdom,2022,Winter
GHA,Ghana,2022,Winter
GRC,Greece,2022,Winter
HKG,Hong Kong,2022,Winter
HTI,Haiti,2022,Winter
HUN,Hungary,2022,Winter
IND,India,2022,Winter
IRL,Ireland,2022,Winter
IRN,Iran,2022,Winter
ISL,Iceland,2022,Winter
ISR,Israel,2022,Winter
ITA,Italy,2022,Winter
JAM,Jamaica,2022,Winter
JPN,Japan,2022,Winter
KOR,South Korea,2022,Winter
LBN,Lebanon,2022,Winter
LIE,Liechtenstein,2022,Winter
LUX,Luxembourg,2022,Winter
MAR,Morocco,2022,Winter
MCO,Monaco,2022,Winter
MDG,Madagascar,2022,Winter
MEX,Mexico,2022,Winter
MLT,Malta,2022,Winter
MNG,Mongolia,2022,Winter
MYS,Malaysia,2022,Winter
NGA,Nigeria,2022,Winter
NLD,Netherlands,2022,Winter
NOR,Norway,2022,Winter
NZL,New Zealand,2022,Winter
PAK,Pakistan,2022,Winter
PER,Peru,2022,Winter
PHL,Philippines,2022,Winter
POL,Poland,2022,Winter
PRI,Puerto Rico,2022,Winter
PRT,Portugal,2022,Winter
ROU,Romania,2022,Winter
SAU,Saudi Arabia,2022,Winter
SMR,San Marino,2022,Winter
SWE,Sweden,2022,Winter
THA,Thailand,2022,Winter
TLS,Timor-Leste,2022,Winter
TUR,Turkey,2022,Winter
TWN,Taiwan,2022,Winter
USA,United States,2022,Winter
VIR,US Virgin Islands,2022,Winter
ALB,Albania,2024,Summer
ARG,Argentina,2024,Summer
AUS,Australia,2024,Summer
AUT,Austria,2024,Summer
BEL,Belgium,2024,Summer
BGR,Bulgaria,2024,Summer
BHR,Bahrain,2024,Summer
BRA,Brazil,2024,Summer
BWA,Botswana,2024,Summer
CAN,Canada,2024,Summer
CHE,Switzerland,2024,Summer
CHL,Chile,2024,Summer
CHN,China,2024,Summer
CIV,Ivory Coast,2024,Summer
COL,Colombia,2024,Summer
CPV,Cape Verde,2024,Summer
CUB,Cuba,2024,Summer
CYP,Cyprus,2024,Summer
DMA,Dominica,2024,Summer
DNK,Denmark,2024,Summer
DOM,Dominican Republic,2024,Summer
DZA,Algeria,2024,Summer
ECU,Ecuador,2024,Summer
EGY,Egypt,2024,Summer
ESP,Spain,2024,Summer
FJI,Fiji,2024,Summer
FRA,France,2024,Summer
GBR,United Kingdom,2024,Summer
GRC,Greece,2024,Summer
GRD,Grenada,2024,Summer
GTM,Guatemala,2024,Summer
HKG,Hong Kong,2024,Summer
HUN,Hungary,2024,Summer
IDN,Indonesia,2024,Summer
IND,India,2024,Summer
IRL,Ireland,2024,Summer
IRN,Iran,2024,Summer
ISR,Israel,2024,Summer
ITA,Italy,2024,Summer
JAM,Jamaica,2024,Summer
JOR,Jordan,2024,Summer
JPN,Japan,2024,Summer
KEN,Kenya,2024,Summer
KOR,South Korea,2024,Summer
LCA,Saint Lucia,2024,Summer
MAR,Morocco,2024,Summer
MEX,Mexico,2024,Summer
MNG,Mongolia,2024,Summer
MYS,Malaysia,2024,Summer
NLD,Netherlands,2024,Summer
NOR,Norway,2024,Summer
NZL,New Zealand,2024,Summer
PAK,Pakistan,2024,Summer
PAN,Panama,2024,Summer
PER,Peru,2024,Summer
PHL,Philippines,2024,Summer
POL,Poland,2024,Summer
PRI,Puerto Rico,2024,Summer
PRK,North Korea,2024,Summer
PRT,Portugal,2024,Summer
QAT,Qatar,2024,Summer
ROU,Romania,2024,Summer
SGP,Singapore,2024,Summer
SWE,Sweden,2024,Summer
THA,Thailand,2024,Summer
TUN,Tunisia,2024,Summer
TUR,Turkey,2024,Summer
TWN,Taiwan,2024,Summer
UGA,Uganda,2024,Summer
USA,United States,2024,Summer
ZAF,South Africa,2024,Summer
ZMB,Zambia,2024,Summer
